,title,ingredients,directions,link,source,NER
1634569,Salmon Head Soup,"[""3 salmon heads, cut in half"", ""2 tablespoons peanut oil"", ""1 teaspoon sesame oil optional"", ""3 inches ginger thumb of, peeled and sliced"", ""2 leeks tops discarded, chopped"", ""4 green onions chopped"", ""5 cloves garlic chopped"", ""2 red peppers Thai, thinly sliced"", ""Chinese cooking wine"", ""2 tablespoons fish sauce optional"", ""rice vinegar optional"", ""aji mirin optional"", ""1 can vegetable Szechuan prepared, optional"", ""1 can bamboo shoots"", ""1/2 head napa cabbage shredded"", ""1 handful cilantro for garnish, stemmed, with stems reserved"", ""1 package asian noodles e.g., udon, soba, ramen""]","[""Over medium-high heat, brown fish heads and ginger in oil for a few minutes, turning at least once. De-glaze pot with a splash of wine and add chopped leeks, garlic, and half the green onions and red peppers. Saute together for several minutes."", ""De-glaze pot again with another splash of wine, then add 8 cups of water and optional fish sauce. Bring to a light boil, reduce heat, and simmer for 30 minutes."", ""Strain contents, picking and reserving as much salmon meat as possible. Return soup to simmer. Adjust for salt. Add half the remaining green onion and the cilantro stems. (Optional seasoning: Add a tablespoon of each: Chinese wine, rice vinegar, aji-mirin; add a few heaping tablespoons of Szechuan prepared vegetables.) Simmer another 15-30 minutes."", ""Strain soup a second time and return to low heat to keep warm. Dole out reserved salmon meat into bowls, along with noodles, a handful of shredded cabbage, and spoonfuls of both Szechuan prepared vegetables (optional) and bamboo shoots. Ladle soup. Garnish with green onion, cilantro, and Thai red pepper.""]",www.yummly.com/recipe/Salmon-Head-Soup-1670227,Gathered,"[""salmon"", ""peanut oil"", ""sesame oil"", ""ginger thumb"", ""leeks"", ""green onions"", ""garlic"", ""red peppers"", ""Chinese cooking wine"", ""fish sauce"", ""rice vinegar"", ""mirin optional"", ""vegetable Szechuan"", ""bamboo shoots"", ""cabbage"", ""handful cilantro"", ""asian noodles""]"
1635459,Korean-Style Ramen,"[""oriental flavor ramen noodles"", ""pepperoni thinly sliced"", ""kimchi"", ""green onions"", ""1 egg""]","[""Cook the noodles according to package instructions."", ""When the noodles are halfway done, add the pepperoni."", ""Let the noodles continue to cook (at medium heat)."", ""Then when the noodles are almost cooked, add the kimchi and egg."", ""Tip #1- Sometimes the water soaks into the noodles, which leaves you without juice."", ""If this occurs, just add more water and let it heat up."", ""Tip #2- Certain types of pepperoni are very greasy."", ""So, if you don't enjoy greasy food warm up the pepperoni in the microwave, on a paper towel."", ""Then add it to the noodles."", ""Next, add the green onions and serve immediately.""]",www.yummly.com/recipe/Korean-Style-Ramen-1662056,Gathered,"[""ramen noodles"", ""pepperoni"", ""green onions"", ""egg""]"
1635606,Forbidden Rice + Pork Ramen,"[""14 1/2 ounces beef broth"", ""1/2 cup soy sauce"", ""2 tablespoons soy sauce"", ""10 ounces rice noodles forbidden"", ""1 tablespoon sesame oil"", ""1/2 pound pork shoulder shredded"", ""1 bunch green onion green parts only"", ""mushrooms I cup trumpet, sliced thinly"", ""2 soft-boiled eggs sliced length-wise"", ""1/2 cup kimchi *optional"", ""1 fresno pepper sliced *optional""]","[""Cook pork shoulder in crock pot for 8-10 hours on low"", ""Shred pork and sautee cooked pork in sesame oil over high heat for 5 minutes"", ""In a saucepan simmer beef broth, soy sauce, and fish sauce for 10 minutes"", ""Immerse rice noodles in hot water for 10 minutes, drain"", ""Pour broth into each bowl"", ""Add noodles, onion, sliced mushrooms, shredded pork, and egg halves to each bowl"", ""Top with condiments, including kimchi and/or fresno pepper""]",www.yummly.com/recipe/Forbidden-Rice-_-Pork-Ramen-1578325,Gathered,"[""beef broth"", ""soy sauce"", ""soy sauce"", ""rice noodles"", ""sesame oil"", ""pork shoulder"", ""green onion"", ""mushrooms"", ""eggs"", ""pepper""]"
1636093,Vegetable Ramen,"[""2 teaspoons sesame oil"", ""4 eggs lightly whisked"", ""15 3/4 ounces ramen noodles cooked, drained, chilled"", ""1 tablespoon soy sauce"", ""2 tablespoons sweet chili sauce"", ""8 3/4 ounces mixed vegetables shredded"", ""1 tablespoon sesame seeds toasted"", ""1 tablespoon fresh chives chopped""]","[""Heat oil in a large nonstick frying pan over high heat, add egg and cook, stirring, for 2-3 mins, or until lightly browned and cooked. Set aside and let cool."", ""Toss with remaining ingredients.""]",www.yummly.com/recipe/Vegetable-Ramen-1408621,Gathered,"[""sesame oil"", ""eggs"", ""ramen noodles"", ""soy sauce"", ""sweet chili sauce"", ""mixed vegetables"", ""sesame seeds toasted"", ""chives""]"
1636104,Pork And Bacon Ramen,"[""1 Thick Porkchop, Thinly Sliced"", ""12 Pieces Bacon, Chopped"", ""1 TBSP EVOO"", ""4 CUPS Water"", ""1/8th TSP Ground Ginger"", ""1/8th TSP Garlic Powder"", ""1/4 Cup Soy Sauce"", ""1 TBSP Rice Vinegar"", ""1 Small Onion, Thinly Sliced"", ""1/2 CUP Corn"", ""1/2 CUP Carrots, Thinly Sliced"", ""Chicken Bullion/Base, Per Directions"", ""Ham Bullion/Base, To Taste"", ""Green Onion, For Garnish"", ""Sesame Seeds, For Garnish"", ""4+ Packages Ramen Noodles, Discard Seasoning Packet""]","[""Slice the porkchop in very thin slices. The easiest way I've found to do this, is to slice the porkchop while it's still pretty frozen."", ""Cut the bacon into small pieces. I prefer to use precooked bacon (less grease and time) but to each there own."", ""Place the porkchop, bacon, and EVOO in a stockpot and cook until pork is cooked through."", ""Add water, ginger, garlic, soy sauce, and bullions, to pot."", ""Stir to combine and bring to a boil."", ""Thinly slice the carrots and onions."", ""Add carrots, onions, and corn to pot, reduce to a simmer."", ""Adjust everything to your taste."", ""Open ramen packages and discard seasoning packet."", ""Place noodle blocks into bowls and ladle hot soup over noodles. Wait for noodles to soften to your desired texture."", ""Garnish with green onion and sesame seeds"", ""Enjoy!""]",www.yummly.com/recipe/Pork-and-Bacon-Ramen-1681761,Gathered,"[""Bacon"", ""EVOO"", ""Water"", ""Ground Ginger"", ""Garlic"", ""Soy Sauce"", ""Rice Vinegar"", ""Onion"", ""Corn"", ""Carrots"", ""Chicken"", ""Ham Bullion"", ""Green Onion"", ""Sesame Seeds"", ""+""]"
1636105,Pork Ramen,"[""1 teaspoon mirin"", ""1 pound ramen noodles"", ""1/4 cup bamboo shoots"", ""1 cup baby spinach"", ""1 sheet nori"", ""1/4 cup carrots shredded"", ""1/4 cup scallions sliced"", ""3 pounds pork shoulder"", ""1/2 cup carrots diced"", ""1/2 cup celery diced"", ""1 cup onion diced"", ""1/2 cup ginger sliced"", ""1/4 cup scallions sliced"", ""1/4 cup soy sauce"", ""1/4 cup garlic"", ""2 star anise"", ""1 cinnamon stick"", ""1 1/2 gallons chicken stock""]","[""1. Put all ingredients in hotel pan along with pork shoulder and cook in 350F for 3 hours. Chop meat and reserve liquid for service"", ""2. Mix soy, mirin, and vinegar and marinate eggs for 20 minutes"", ""3. Cook the noodles according to the package"", ""4. Place all garnish in bowl, chopped pork, and ladle over hot broth.Top with egg and scallions""]",www.yummly.com/recipe/Pork-Ramen-2255322,Gathered,"[""mirin"", ""ramen noodles"", ""bamboo shoots"", ""baby spinach"", ""nori"", ""carrots"", ""scallions"", ""pork shoulder"", ""carrots"", ""celery"", ""onion"", ""ginger"", ""scallions"", ""soy sauce"", ""garlic"", ""anise"", ""cinnamon"", ""chicken stock""]"
1637709,New York Ramen Burger,"[""4 ounces ramen noodles"", ""2 medium eggs"", ""4 tablespoons oil"", ""2/3 pound ground beef"", ""3 tablespoons milk"", ""4 tablespoons breadcrumbs"", ""2 spring onions cleaned and cut into rings"", ""4 tablespoons ketchup"", ""2 tomatoes cut into 8 perfect slices"", ""1 ounce arugula"", ""4 tablespoons soy sauce"", ""oil for greasing""]","[""Cook the noodles in salted water according to package instructions. Drain the noodles well. Season the noodles and mix in 1 egg. Heat 2 tbsp oil in a frying pan and place 4 greased dessert rings (approx 3 inches in diameter) in the pan."", ""Divide the noodle mixture into 8, and place 4 portions into the rings. Sautee over a medium heat for 8-10 minutes. After about half of the cooking time, remove the rings and turn the discs of noodles over. After half a minute remove and keep warm. Repeat the process with the remaining 4 noodle portions ."", ""Mix the ground beef, 1 egg, milk and breadcrumbs together. Season with salt and pepper, and shape into 4 equal-sized flat patties. Heat 2 tbsp of oil in a frying pan. Fry the burgers, turning regularly for about 8 minutes. Assemble the burgers with the spring onions, ketchup, tomato slices and arugula. Finish with a drizzle of soy sauce and cover with the remaining noodle discs.""]",www.yummly.com/recipe/New-York-Ramen-Burger-1409854,Gathered,"[""ramen noodles"", ""eggs"", ""oil"", ""ground beef"", ""milk"", ""breadcrumbs"", ""spring onions"", ""ketchup"", ""tomatoes"", ""arugula"", ""soy sauce"", ""oil""]"
1638440,Asian Noodle Summer Salad,"[""1 cup wish-bone light asian sesame ginger vinaigrette dressing"", ""3/4 cup water"", ""9 ounces oriental flavor ramen noodle soup"", ""16 ounces slaw mix"", ""3/4 cup fine ground peanut unsalt"", ""1/2 cup green onions chopped""]","[""Combine Wish-Bone Light(R) Asian Sesame Ginger Vinaigrette Dressing, water and contents of flavor packets in large bowl with wire whisk. Add noodles, breaking into bite-size pieces; toss to coat. Cover and chill, stirring occasionally, 3 hours or overnight. Just before serving, stir in remaining ingredients. Garnish, if desired, with chopped fresh cilantro."", ""Remove flavor packets from soup; set aside.""]",www.yummly.com/recipe/Asian-noodle-summer-salad-297310,Gathered,"[""wish-bone light asian sesame ginger vinaigrette dressing"", ""water"", ""mix"", ""ground peanut unsalt"", ""green onions""]"
1639440,Spicy Ramen Noodle Stir Fry,"[""1 package chicken breast fillets"", ""fish sauce"", ""soy sauce"", ""6 packages ramen noodles"", ""1 tomato"", ""cloves garlic 3 lg."", ""1 white onion"", ""hot chili peppers 3 sm."", ""1/4 pound snow peas fresh"", ""1/2 bunch broccoli"", ""1 package fresh mushrooms"", ""1 bunch coriander""]","[""Marinate chicken sliced in strips in small amount of fish and soy sauce with 1 chopped garlic clove and 1 chopped pepper and half a bag of coriander leaves (chopped). Chop tomato, onion, mushrooms, broccoli, rest of the garlic. Stir fry the garlic, the rest of the little chilies (minced) and onion in oil, then add other vegetables and saute - stir fry until cooked but not soft."", ""In another skillet quickly stir fry the chicken drained of the sauces. Cook until done. Mix in with its juices to the vegetables. Set aside. Bring large cook pot of water to rapid boil. Add the 6 packs of Oriental noodles. Bring back to boil for only 1 minute. Immediately drain and toss with the vegetables. Sprinkle garlic salt or noodle seasoning packets on to taste. Serve while hot. Serves 4 to 6.""]",www.yummly.com/recipe/Spicy-Ramen-Noodle-Stir-Fry-1673005,Gathered,"[""chicken"", ""fish sauce"", ""soy sauce"", ""ramen noodles"", ""tomato"", ""garlic"", ""white onion"", ""hot chili peppers"", ""snow peas"", ""broccoli"", ""mushrooms"", ""coriander""]"
1639960,Broccoli Slaw (Jane),"[""1 package broccoli slaw"", ""1 package ramen noodles oriental or chicken"", ""1 cup sunflower seeds"", ""1/2 cup slivered almonds"", ""1 1/2 cups broccoli florets"", ""2 green onions"", ""1 packet ramen"", ""sesame seeds""]","[""Add sauce to other ingredients right before serving."", ""Top with sesame seeds if desired.""]",www.yummly.com/recipe/Broccoli-Slaw-_Jane_-1274093,Gathered,"[""broccoli slaw"", ""ramen noodles"", ""sunflower seeds"", ""almonds"", ""broccoli florets"", ""green onions"", ""ramen"", ""sesame seeds""]"
1639987,Chinese Chicken Salad,"[""9 ounces ramen noodles chicken flavored"", ""3/4 cup butter"", ""1 1/2 cups sesame seeds toasted"", ""1 1/2 cups slivered almonds blanched"", ""3 heads napa cabbage shredded"", ""18 green onions chopped"", ""3 cans chicken breast all white meat"", ""3/4 cup vegetable oil"", ""1 1/2 cups rice wine vinegar"", ""5 tablespoons soy sauce"", ""5 tablespoons sesame oil"", ""5/8 cup white sugar""]","[""Crush noodles; place them in a medium skillet and brown in butter over medium heat. Add almonds and sesame seeds. Stir often to prevent burning. Add seasoning mix from noodles and cool. Toss in a large bowl with cabbage and onions. Add can of drained chicken broken apart with fork, directly to salad, just prior to adding dressing."", ""Prepare the dressing by whisking together the vegetable oil, rice vinegar, soy sauce, sesame oil and sugar"", ""Pour over salad, toss and serve.""]",www.yummly.com/recipe/Chinese-Chicken-Salad-961671,Gathered,"[""ramen noodles"", ""butter"", ""sesame seeds"", ""cabbage"", ""onions"", ""chicken breast"", ""vegetable oil"", ""rice wine vinegar"", ""soy sauce"", ""sesame oil"", ""white sugar""]"
1640236,Ginger-Soy Grilled Pork Salad,"[""1 pound boneless pork loin cut into 1/2-inch cubes"", ""1/4 cup soy sauce"", ""1/4 cup orange juice"", ""1/4 cup honey"", ""2 tablespoons fresh ginger root grated"", ""1/2 teaspoon red pepper flakes crushed"", ""3 ounces ramen noodles"", ""8 ounces mandarin orange segments drained"", ""6 ounces snow peas thawed and steamed"", ""4 green onions cut diagonally in 1-inch pieces"", ""2 tablespoons dry roasted peanuts chopped"", ""2 tablespoons cilantro chopped""]","[""In medium bowl stir together soy sauce, orange juice, honey, ginger and red pepper. Place pork cubes in self-sealing bag; add 1/4 cup of soy mixture, seal bag and toss to blend thoroughly. Meanwhile prepared noodles according to package directions, drain and place in large shallow bowl; toss with prepared peapods, green onions, peanuts and remaining soy dressing. Set aside."", ""Prepared medium-hot fire in grill, remove pork cubes from marinade, discarding marinade, and skewer. Grill pork kabobs directly over fire, turning frequently to cook and brown evenly, about 7-8 minutes. Remove pork from skewers and toss with noodle mixture. Garnish with peanuts and cilantro.""]",www.yummly.com/recipe/Ginger-Soy-Grilled-Pork-Salad-2248435,Gathered,"[""pork loin"", ""soy sauce"", ""orange juice"", ""honey"", ""fresh ginger root"", ""red pepper"", ""ramen noodles"", ""snow peas"", ""green onions"", ""peanuts"", ""cilantro""]"
1640506,Spicy Indonesian Pork Soup,"[""2 boneless pork chops cut into stir-fry strips"", ""3 ounces ramen noodles pork flavor"", ""2 teaspoons vegetable oil"", ""1/2 cup onion chopped"", ""1/4 cup macadamia nuts OR blanched almonds, finely chopped"", ""2 teaspoons fresh ginger root minced"", ""1 clove garlic minced"", ""1 teaspoon ground coriander"", ""1/2 teaspoon ground turmeric"", ""29 ounces chicken broth"", ""3 tablespoons lemon juice"", ""1/2 teaspoon red pepper flakes crushed"", ""green onions sliced,, optional"", ""hard cooked egg chopped,, optional"", ""lemon slices optional""]","[""Discard the seasoning packet from the noodle soup (or save for another use). Cut the dried noodles in half crosswise. Cook the noodles according to package directions. Drain well; set aside."", ""Meanwhile, in a medium skillet heat the oil over medium heat. Cook and stir onion, nuts, ginger, garlic, coriander and turmeric until onion is tender. Add pork; cook and stir for 4 minutes or until browned. Stir in the broth, lemon juice and red pepper. Bring to a simmer; lower heat, cook, covered, for 10 minutes."", ""To serve, place noodles in soup bowls. Using slotted spoon, remove pork mixture from broth and place on top of noodles. Ladle hot broth into bowls. Serve soup with assorted garnishes, if desired.""]",www.yummly.com/recipe/Spicy-Indonesian-Pork-Soup-2249570,Gathered,"[""pork chops"", ""ramen noodles"", ""vegetable oil"", ""onion"", ""nuts"", ""fresh ginger root"", ""garlic"", ""ground coriander"", ""ground turmeric"", ""chicken broth"", ""lemon juice"", ""red pepper"", ""green onions"", ""egg"", ""lemon slices optional""]"
1640534,Sesame-Broccoli Noodles,"[""10 ounces frozen broccoli cuts"", ""3 ounces ramen noodles pork-flavored"", ""2 teaspoons sesame seed toasted""]","[""Cook broccoli according to package directions; keep warm. Cook noodles, according to package directions. In a serving bowl, toss together noodles and broccoli, garnish with 2 teaspoons toasted sesame seed."", ""(To toast sesame seed place seeds in small skillet over medium-high heat, stir 2-3 minutes until light brown.)""]",www.yummly.com/recipe/Sesame-Broccoli-Noodles-2249209,Gathered,"[""cuts"", ""ramen noodles"", ""sesame seed""]"
1640593,Creamy Chicken Broccoli Noodles,"[""2 packages ramen noodle soup Chicken"", ""12 ounces cream of mushroom soup"", ""1/2 can milk"", ""1 1/2 cups cooked chicken"", ""1 1/2 cups broccoli flowerets cooked, or peas"", ""onion"", ""1/2 cup cherry tomatoes quartered, optional""]","[""Cook noodles with seasoning packets according to package."", ""Drain off 1/2 to 2/3 of liquid, but not too much."", ""Stir in soup and milk."", ""Add chicken, broccoli (or peas), and onion."", ""Reduce liquid to sauce stiring often."", ""Remove from heat, and stir in tomatoes if desired.""]",www.yummly.com/recipe/Creamy-Chicken-Broccoli-Noodles-1228840,Gathered,"[""Chicken"", ""cream of mushroom soup"", ""milk"", ""chicken"", ""broccoli flowerets"", ""onion"", ""cherry tomatoes""]"
1641660,Migas De Pastor,"[""16 ounces artisan bread stale, crust removed and cut into small cubes"", ""1 teaspoon sea salt"", ""6 tablespoons olive oil"", ""4 garlic cloves crushed"", ""1 1/4 cups prosciutto diced, di Parma"", ""1 tablespoon spanish paprika smoked"", ""1/4 cup parsley thinly sliced"", ""8 eggs 1 per portion"", ""crisps Prosciutto""]","[""Cut the bread the day before you want to use it and place it in a bowl. In a small bowl, combine 1/4 cup of water with 1 teaspoon of salt and stir until the salt has dissolved. Sprinkle some of the salted water over the bread cubesm then let them sit over night."", ""The following day, crumble the bread cubes with your fingers. Heat the oil in a cast-iron skillet over low heat. Add the garlic and prosciutto and cook slowly until the garlic just begins to brown. Add the breadcrumbs and paprika and fry until golden. When the breadcrumbs are fried and golden, stir in the parsley and let the mixture cook a few more minutes."", ""My twist"", ""Put a medium pot filled with water, on meduim high fire, add salt an a tablespoon of vinegar. Crack the egg into a ramenkin. When the water is boiling, with the help of a spoon, make a whirl on the water and put the egg in the middle of it. Cook for 2 minutes for a runny poached egg."", ""I had a little prosciutto left from the package I bought, so I placed some parchement paper on a baking tray, lay on it the prosciutto and cook it on a 350 F oven for 15 minutes to make some prosciutto crisps.""]",www.yummly.com/recipe/Migas-de-Pastor-1664772,Gathered,"[""bread stale"", ""salt"", ""olive oil"", ""garlic"", ""paprika"", ""parsley"", ""eggs""]"
1642679,Florence'S Bok Choy Salad,"[""3 ounces ramen noodle"", ""3/4 cup sugar"", ""3/4 cup olive oil"", ""1 cup white vinegar"", ""2 teaspoons soy sauce"", ""3 heads bok choy"", ""2 scallions bunchs"", ""1 jar sunflower kernels 7.25 oz. jar"", ""3 cups sliced almonds""]","[""Remove seaoning packets from ramen noodle and set aside."", ""Combine seasoning with sugar, oil vinegar and soy in cruette."", ""Cover tightly and shake."", ""Slice bok choy into bite size pices including the stem."", ""Combine with scallions kernels and almonds in a large bowl."", ""Toss gently with dressing. add noodles right b4 serving.""]",www.yummly.com/recipe/Florence_s-Bok-Choy-Salad-1655528,Gathered,"[""ramen noodle"", ""sugar"", ""olive oil"", ""white vinegar"", ""soy sauce"", ""choy"", ""scallions bunchs"", ""sunflower kernels"", ""almonds""]"
1644701,Crunchy Ramen Taco Salad,"[""1/2 cup KRAFT Classic Ranch Dressing"", ""1/2 cup TACO BELL Hot Restaurant Sauce"", ""2 Tbsp. fresh lime juice"", ""2 pkg. (3 oz. each) ramen noodle soup mix"", ""1 pkg. (14 oz.) coleslaw blend (cabbage slaw mix)"", ""1 cup frozen corn, thawed"", ""1 cup rinsed canned black beans"", ""1 cup KRAFT Shredded Sharp Cheddar Cheese"", ""1/2 cup coarsely chopped fresh cilantro""]","[""Mix dressing, hot sauce and lime juice until blended."", ""Break Ramen Noodles into large bowl."", ""Discard Seasoning Packets or reserve for another use."", ""Add remaining ingredients and dressing mixture to noodles; mix lightly.""]",www.kraftrecipes.com/recipes/crunchy-ramen-taco-salad-179789.aspx,Recipes1M,"[""TACO"", ""lime juice"", ""cabbage slaw"", ""frozen corn"", ""black beans"", ""Cheddar Cheese"", ""fresh cilantro""]"
1645035,Char Siu Pork and Marinated Soft Boiled Eggs for Ramen,"[""400 grams Pork belly (block)"", ""1 Ramen toppings such as menma, naruto, thin green onions, etc."", ""1 per serving Eggs"", ""350 ml Pork cooking liquid"", ""150 ml Soy sauce"", ""2 tbsp Oyster sauce"", ""2 tbsp Shaoxing wine"", ""3 tbsp Honey (or sugar)"", ""2 clove Garlic"", ""2500 ml Water"", ""1 piece Ginger"", ""1000 ml The pork poaching liquid (or chicken soup"", ""180 ml Char siu marinating sauce""]","[""Prepare the pork belly block."", ""Massage it lightly with your hands."", ""Roll it up tightly with the fat on the outside, and tie it up with kitchen twine."", ""Spread some vegetable oil in a heated frying pan, and brown the surface quickly."", ""Put 1500 ml of boiling water, 1 piece of ginger and the pork in a pot, and simmer over low heat for 60 minutes."", ""Smash the garlic with the side of a knife so that its flavors are easier to extract."", ""Combine the marinade ingredients and bring to a boil."", ""When the pork has finished simmering, put it in the marinade sauce from Step 5 while it's still hot."", ""Once the marinade sauce has cooled down, put in the soft boiled eggs you've made previously."", ""Cover the contents of the pan with paper towels and pour some of the marinade over it."", ""Leave the pan for 2 hours so that the pork and eggs soak up the flavors."", ""If possible, leave them to marinate overnight."", ""Slice the pork while it's cold."", ""If you are using the pork on ramen, thin slices are the best, 3 mm is the ideal thickness."", ""The pork is slippery so be careful when you cut it."", ""Chop up the end pieces of the pork to use in other dishes."", ""To make the soup for the ramen, add 180 ml of the marinating sauce to every 1000 ml of the pork poaching liquid."", ""Make sure to taste it while you add the marinade little by little, and adjust."", ""Top the ramen with the sliced char siu pork, menma, green onions that have been lightly soaked in water, and the marinated soft boiled eggs."", ""Drizzle with sesame oil, and the char siu ramen is done!"", ""For authentic roasted char siu pork, see."", ""You can make a delicious ramen soup using a chicken carcass.."", ""For the marinated soft boiled eggs, see."", ""Niro-style ramen.""]",cookpad.com/us/recipes/149787-char-siu-pork-and-marinated-soft-boiled-eggs-for-ramen,Recipes1M,"[""Ramen"", ""Eggs"", ""liquid"", ""Soy sauce"", ""Oyster sauce"", ""Shaoxing wine"", ""Honey"", ""clove Garlic"", ""Water"", ""Ginger"", ""pork poaching"", ""marinating sauce""]"
1646489,Ramen Broccoli Stir Fry,"[""4 ounces ramen noodles"", ""2 tablespoons vegetable oil"", ""4 garlic cloves, finely chopped"", ""1 tablespoon finely chopped fresh ginger"", ""Kosher salt"", ""Freshly ground black pepper"", ""1 pound broccoli florets, halved"", ""1 red bell pepper, cut into strips"", ""1/2 cup chicken stock or low-sodium broth"", ""1 tablespoon soy sauce"", ""2 teaspoons corn starch"", ""1 teaspoon sugar""]","[""In a medium saucepan cook the ramen in boiling water until tender, about 4 minutes."", ""Drain and reserve the ramen."", ""In a large heavy skillet or wok, heat the oil over high heat until hot."", ""Stir in the garlic, ginger, 1/2 teaspoon salt and 1/4 teaspoon pepper and cook, stirring constantly until golden, about 3 minutes."", ""Stir in the broccoli and bell pepper along with 1/2 cup water."", ""Cover the skillet and cook until the broccoli is crisp tender, about 5 minutes."", ""While the vegetables cook, stir together the stock, soy, corn starch and sugar."", ""Uncover the skillet and stir in the ramen and the stock mixture."", ""Cook, stirring constantly until the liquid is slightly thickened, 1 to 2 minutes."", ""Serve.""]",www.foodandwine.com/recipes/ramen-broccoli-stir-fry,Recipes1M,"[""ramen noodles"", ""vegetable oil"", ""garlic"", ""fresh ginger"", ""Kosher salt"", ""Freshly ground black pepper"", ""broccoli"", ""red bell pepper"", ""chicken"", ""soy sauce"", ""corn starch"", ""sugar""]"
1648013,Asian Cabbage Salad Recipe,"[""1 x 16 ounce package cole slaw, (cabbage & carrots)"", ""1 c. Toasted slivered almonds"", ""2 x Green onions, (to taste)"", ""1/2 c. Oil, (scant)"", ""1 pkt Oriental ramen noodles regular flavor)"", ""1 tsp Sugar""]","[""Preparation Time: Brown slivered almonds in ungreased frying pan on low heat (don't burn!)"", ""Mix cabbage, almonds and green onions"", ""Mix oil, sugar and seasoning packet from noodles, pour over cabbage mix"", ""Immediately before serving, crunch up noodles and add in to cabbage (noodles will get soggy if added to early""]",cookeatshare.com/recipes/asian-cabbage-salad-70179,Recipes1M,"[""cole slaw"", ""almonds"", ""Green onions"", ""Oil"", ""ramen noodles"", ""Sugar""]"
1648151,Marge's Broccoli Salad,"[""1 pkg. Broccoli coleslaw"", ""2 pkg. Beef Ramen Noodles, crushed"", ""1 cup Sunflower seeds"", ""1 cup sliced almonds"", ""1/4 cup chopped green onions"", ""1/2 cup oil"", ""1/3 cup white vinegar"", ""2 beef flavor packets from Ramen Noodles""]","[""Mix dressing in jar and refrigerate overnight."", ""Mix all ingredients together and toss with dressing prior to serving.""]",www.foodgeeks.com/recipes/71,Recipes1M,"[""Broccoli coleslaw"", ""Ramen Noodles"", ""Sunflower seeds"", ""almonds"", ""green onions"", ""oil"", ""white vinegar"", ""beef flavor packets from""]"
1648179,"Cheaters Ramen with Country Ham, Parmesan and Egg","[""1 tablespoon unsalted butter"", ""3 ounces country ham, prosciutto or serrano ham, coarsely chopped"", ""1 small onion, chopped"", ""3 garlic cloves, crushed"", ""One 1-inch piece of fresh ginger"", ""3 cups chicken stock or low-sodium broth"", ""2 teaspoons Asian fish sauce"", ""2 teaspoons red miso"", ""2 teaspoons soy sauce"", ""2 tablespoons white vinegar"", ""4 large eggs"", ""8 ounces dried instant ramen noodles"", ""8 thin slices of country ham, prosciutto or serrano ham (about 1/2 pound)"", ""1/4 cup Parmigiano-Reggiano cheese shavings"", ""1 Hass avocado, thinly sliced"", ""2 scallions, thinly sliced"", ""2 sheets of nori, quartered""]","[""Make the broth In a medium saucepan, melt the butter."", ""Add the ham, onion, garlic and ginger and cook over moderately high heat until the onion is starting to brown, about 5 minutes."", ""Add the stock, fish sauce, miso, soy sauce and 1/2 cup of water and bring to a boil."", ""Simmer, uncovered, until the broth is flavorful, about 20 minutes."", ""Strain the broth and discard the solids."", ""Return the broth to the pan and keep warm."", ""Meanwhile, make the ramen Bring a large, deep skillet of water to a simmer over moderate heat; add the vinegar."", ""One at a time, break the eggs into a small bowl and slide them into the simmering water, leaving plenty of space between them."", ""Poach the eggs until the whites are set and the yolks are still runny, about 4 minutes."", ""Using a slotted spoon, carefully transfer the eggs to a paper towellined plate."", ""Bring a medium saucepan of water to a boil over high heat."", ""Add the noodles and cook until al dente."", ""Drain and transfer the noodles to large soup bowls."", ""Top with the poached eggs."", ""Ladle the hot broth on top and serve with the ham, cheese, avocado, scallions and nori.""]",www.foodandwine.com/recipes/cheaters-ramen-country-ham-parmesan-and-egg,Recipes1M,"[""unsalted butter"", ""country ham"", ""onion"", ""garlic"", ""ginger"", ""chicken stock"", ""fish sauce"", ""red miso"", ""soy sauce"", ""white vinegar"", ""eggs"", ""ramen noodles"", ""country ham"", ""avocado"", ""scallions""]"
1648624,Chinese Coleslaw,"[""l 16 oz (448 grm). package pre-cut coleslaw"", ""1/2 cup (125 ml) cashews"", ""l package Oriental or Chicken Ramen Noodles"", ""3 tbsp (45 ml) sugar"", ""2 tbsp (30 ml) vinegar"", ""1/2 cup (125 ml) oil""]","[""Mix cole slaw, cashews and noodles."", ""Mix dressing."", ""Pour dressing over cole slaw.""]",online-cookbook.com/goto/cook/rpage/0015AC,Recipes1M,"[""cashews"", ""Noodles"", ""sugar"", ""vinegar"", ""oil""]"
1649465,Maggie ramen,"[""1 Maggie noodles packet"", ""1 tbsp siracha sauce"", ""3 tsp soya sauce"", ""1 tbsp butter"", ""1 eggs"", ""3 meat (chicken /Turkey/pork/beef/seafood)"", ""1 spring onion""]","[""Boil the noodles till firm ( about 2~4 minutes), separate the water(keep it aside will use it later) and noodles."", ""On a separate pot, Heat up the butter, mix the Maggie powder mix till you see a saucy texture ( no dry powder left)"", ""add the boiled noodle water to the pot"", ""Add siracha and soya, and bring it to boiling point again, Make sure the sauce is little thick."", ""Add water if you like more soupy"", ""In a bowl, Put the noodles on the bottom of the bowl then crack an egg on top, few pieces of meat on the side and Add the sauce from top."", ""Finish it with some Spring onions.""]",cookpad.com/us/recipes/365155-maggie-ramen,Recipes1M,"[""Maggie"", ""siracha sauce"", ""soya sauce"", ""butter"", ""eggs"", ""meat"", ""onion""]"
